#string_protein_1	string_protein_id_2	species_2	bitscore	start_1	end_1	start_2	end_2	size_2
362663.ECP_2788	362663.ECP_2788	362663	421.8	1	204	1	204	204
362663.ECP_2788	362663.ECP_3221	362663	58.5	37	201	89	254	269
362663.ECP_2788	362663.ECP_3508	362663	67.8	25	193	62	231	252
362663.ECP_2788	362663.ECP_4086	362663	57.8	30	193	72	236	262
362663.ECP_2789	362663.ECP_2789	362663	765.8	1	366	1	366	366
362663.ECP_2790	362663.ECP_2790	362663	255.4	1	131	1	131	131
362663.ECP_2791	362663.ECP_0214	362663	98.6	11	288	8	289	304
362663.ECP_2791	362663.ECP_0363	362663	82.0	8	291	9	302	308
362663.ECP_2791	362663.ECP_0364	362663	70.9	8	269	6	274	297
362663.ECP_2791	362663.ECP_0392	362663	55.8	11	91	10	90	310
362663.ECP_2791	362663.ECP_0565	362663	52.8	10	88	6	84	308
362663.ECP_2791	362663.ECP_1382	362663	56.2	11	148	9	148	299
362663.ECP_2791	362663.ECP_1500	362663	65.9	8	196	6	197	223
362663.ECP_2791	362663.ECP_1510	362663	50.1	8	123	3	118	293
362663.ECP_2791	362663.ECP_1539	362663	66.6	8	134	5	134	297
362663.ECP_2791	362663.ECP_1606	362663	55.1	10	100	6	98	310
362663.ECP_2791	362663.ECP_1959	362663	54.3	11	192	6	195	316
362663.ECP_2791	362663.ECP_2328	362663	57.0	8	128	13	135	312
362663.ECP_2791	362663.ECP_2432	362663	68.9	8	169	5	171	308
362663.ECP_2791	362663.ECP_2579	362663	55.8	22	171	17	170	293
362663.ECP_2791	362663.ECP_2791	362663	627.9	1	305	1	305	305
362663.ECP_2791	362663.ECP_3150	362663	63.5	1	254	1	259	310
362663.ECP_2791	362663.ECP_3211	362663	53.9	5	127	6	130	312
362663.ECP_2791	362663.ECP_3327	362663	69.7	8	253	4	253	309
362663.ECP_2791	362663.ECP_3621	362663	97.4	3	267	23	303	306
362663.ECP_2791	362663.ECP_3959	362663	52.4	11	133	6	131	279
362663.ECP_2791	362663.ECP_3966	362663	61.2	8	252	48	300	341
362663.ECP_2791	362663.ECP_4022	362663	62.4	22	192	18	190	317
362663.ECP_2791	362663.ECP_4031	362663	50.8	10	72	7	68	301
362663.ECP_2791	362663.ECP_4176	362663	52.4	16	125	11	122	305
362663.ECP_2791	362663.ECP_4296	362663	58.2	8	70	3	65	130
362663.ECP_2791	362663.ECP_4592	362663	138.3	8	288	19	305	316
362663.ECP_2791	362663.ECP_4663	362663	56.2	22	262	42	285	318
362663.ECP_2792	362663.ECP_2792	362663	157.1	1	75	1	75	75
362663.ECP_2792	362663.ECP_2846	362663	91.3	1	72	1	71	72
362663.ECP_2793	362663.ECP_1627	362663	324.3	4	399	3	405	406
362663.ECP_2793	362663.ECP_2535	362663	92.8	21	233	5	217	404
362663.ECP_2793	362663.ECP_2793	362663	824.3	1	401	1	401	401
362663.ECP_2794	362663.ECP_1626	362663	81.3	18	144	8	134	138
362663.ECP_2794	362663.ECP_2794	362663	299.7	1	147	1	147	147
362663.ECP_2795	362663.ECP_0839	362663	72.8	21	151	25	151	249
362663.ECP_2795	362663.ECP_2795	362663	550.1	1	268	1	268	268
362663.ECP_2795	362663.ECP_4205	362663	70.9	26	159	24	158	251
362663.ECP_2796	362663.ECP_2796	362663	904.8	1	432	1	432	432
362663.ECP_2800	362663.ECP_0238	362663	75.9	10	158	13	162	167
362663.ECP_2800	362663.ECP_2800	362663	328.9	1	166	1	166	166
362663.ECP_2801	362663.ECP_0237	362663	408.3	86	509	67	493	494
362663.ECP_2801	362663.ECP_2801	362663	1060.1	1	512	1	512	512
362663.ECP_2802	362663.ECP_0231	362663	123.2	4	442	6	446	448
362663.ECP_2802	362663.ECP_2802	362663	903.3	1	445	1	445	445
362663.ECP_2803	362663.ECP_0230	362663	52.4	43	141	69	165	254
362663.ECP_2803	362663.ECP_2803	362663	454.1	1	221	1	221	221
362663.ECP_2804	362663.ECP_0752	362663	51.2	420	534	55	168	173
362663.ECP_2804	362663.ECP_0962	362663	57.0	425	539	210	334	346
362663.ECP_2804	362663.ECP_2606	362663	58.5	472	537	90	155	160
362663.ECP_2804	362663.ECP_2804	362663	1109.0	1	550	1	550	550
362663.ECP_2804	362663.ECP_3655	362663	70.9	438	541	116	218	219
362663.ECP_2805	362663.ECP_0224	362663	63.5	1	160	8	164	166
362663.ECP_2805	362663.ECP_0239	362663	92.4	15	157	24	166	172
362663.ECP_2805	362663.ECP_2805	362663	339.7	1	163	1	163	163
362663.ECP_2806	362663.ECP_0229	362663	674.1	7	867	7	894	920
362663.ECP_2806	362663.ECP_0897	362663	370.5	198	849	169	721	758
362663.ECP_2806	362663.ECP_2595	362663	563.9	198	866	161	851	857
362663.ECP_2806	362663.ECP_2806	362663	1783.1	1	878	1	878	878
362663.ECP_2807	362663.ECP_0240	362663	128.3	24	504	22	496	660
362663.ECP_2807	362663.ECP_1458	362663	131.0	24	504	22	496	801
362663.ECP_2807	362663.ECP_2807	362663	1716.0	1	829	1	829	829
362663.ECP_2807	362663.ECP_2810	362663	1537.3	6	821	9	825	839
362663.ECP_2808	362663.ECP_2808	362663	552.7	1	272	1	272	272
362663.ECP_2809	362663.ECP_2809	362663	402.5	1	197	1	197	197
362663.ECP_2810	362663.ECP_0240	362663	124.8	27	510	22	499	660
362663.ECP_2810	362663.ECP_1458	362663	169.9	27	833	22	793	801
362663.ECP_2810	362663.ECP_2807	362663	1537.3	9	825	6	821	829
362663.ECP_2810	362663.ECP_2810	362663	1738.0	1	839	1	839	839
362663.ECP_2811	362663.ECP_1459	362663	109.8	3	261	2	231	253
362663.ECP_2811	362663.ECP_2811	362663	544.7	1	262	1	262	262
362663.ECP_2812	362663.ECP_1461	362663	58.5	137	225	11	98	155
362663.ECP_2812	362663.ECP_2812	362663	637.1	1	306	1	306	306
362663.ECP_2813	362663.ECP_2813	362663	810.4	1	404	1	404	404
362663.ECP_2814	362663.ECP_0226	362663	93.6	568	1125	631	1175	1175
362663.ECP_2814	362663.ECP_2814	362663	2325.1	1	1143	1	1143	1143
362663.ECP_2815	362663.ECP_0225	362663	50.1	45	146	6	112	452
362663.ECP_2815	362663.ECP_0227	362663	72.8	203	492	208	491	502
362663.ECP_2815	362663.ECP_2815	362663	1099.7	1	545	1	545	545
362663.ECP_2816	362663.ECP_2816	362663	988.8	1	476	1	476	476
362663.ECP_2817	362663.ECP_2817	362663	266.5	1	134	1	134	134
362663.ECP_2818	362663.ECP_0235	362663	73.6	6	97	8	100	616
362663.ECP_2818	362663.ECP_2818	362663	212.6	1	105	1	105	105
362663.ECP_2819	362663.ECP_0235	362663	149.1	34	491	141	612	616
362663.ECP_2819	362663.ECP_2819	362663	1018.8	1	495	1	495	495
362663.ECP_2820	362663.ECP_0234	362663	100.5	7	306	7	321	349
362663.ECP_2820	362663.ECP_2820	362663	728.4	1	359	1	359	359
362663.ECP_2821	362663.ECP_2821	362663	365.2	1	178	1	178	178
362663.ECP_2822	362663.ECP_2822	362663	291.2	1	142	1	142	142
362663.ECP_2823	362663.ECP_0225	362663	142.9	3	452	2	435	452
362663.ECP_2823	362663.ECP_2823	362663	931.4	1	458	1	458	458
362663.ECP_2823	362663.ECP_4576	362663	68.6	348	453	5	110	111
362663.ECP_2824	362663.ECP_1025	362663	67.4	109	287	101	280	312
362663.ECP_2824	362663.ECP_1406	362663	97.1	70	315	68	328	329
362663.ECP_2824	362663.ECP_2359	362663	77.8	66	289	52	261	378
362663.ECP_2824	362663.ECP_2824	362663	644.0	1	315	1	315	315
362663.ECP_2824	362663.ECP_2905	362663	124.0	74	305	79	315	410
362663.ECP_2824	362663.ECP_3656	362663	121.7	53	315	49	318	324
362663.ECP_2825	362663.ECP_2668	362663	137.9	17	195	16	194	321
362663.ECP_2825	362663.ECP_2825	362663	398.7	1	198	1	198	198
362663.ECP_2825	362663.ECP_3020	362663	166.0	18	195	33	208	327
362663.ECP_2825	362663.ECP_3285	362663	172.6	42	195	48	201	328
362663.ECP_2826	362663.ECP_0633	362663	80.1	81	380	86	383	386
362663.ECP_2826	362663.ECP_1441	362663	52.4	68	363	149	439	468
362663.ECP_2826	362663.ECP_1566	362663	288.5	4	388	4	390	390
362663.ECP_2826	362663.ECP_2064	362663	51.6	78	260	67	243	356
362663.ECP_2826	362663.ECP_2329	362663	59.3	72	244	80	253	405
362663.ECP_2826	362663.ECP_2405	362663	67.0	28	385	36	395	412
362663.ECP_2826	362663.ECP_2826	362663	819.3	1	391	1	391	391
362663.ECP_2826	362663.ECP_4614	362663	190.7	4	384	44	420	430
362663.ECP_2827	362663.ECP_0691	362663	210.7	43	494	40	454	648
362663.ECP_2827	362663.ECP_1093	362663	240.4	1	506	17	474	477
362663.ECP_2827	362663.ECP_1565	362663	391.7	1	506	23	525	530
362663.ECP_2827	362663.ECP_2676	362663	54.3	433	495	9	71	485
362663.ECP_2827	362663.ECP_2752	362663	53.5	433	496	7	70	456
362663.ECP_2827	362663.ECP_2827	362663	1025.8	1	509	1	509	509
362663.ECP_2827	362663.ECP_4028	362663	232.3	1	506	22	488	502
362663.ECP_2828	362663.ECP_2828	362663	550.4	1	274	1	274	274
362663.ECP_2828	362663.ECP_3922	362663	111.7	1	223	3	226	278
362663.ECP_2829	362663.ECP_2456	362663	222.2	173	407	44	276	289
362663.ECP_2829	362663.ECP_2829	362663	850.1	1	417	1	417	417
362663.ECP_2829	362663.ECP_4414	362663	177.2	188	407	192	416	445
362663.ECP_2830	362663.ECP_2830	362663	912.1	1	443	1	443	443
362663.ECP_2831	362663.ECP_2831	362663	1245.3	1	608	1	608	608
362663.ECP_2832	362663.ECP_2832	362663	2424.0	1	1180	1	1180	1180
362663.ECP_2832	362663.ECP_4007	362663	54.3	375	827	211	624	720
362663.ECP_2833	362663.ECP_2833	362663	1988.4	1	962	1	962	962
362663.ECP_2834	362663.ECP_2834	362663	2296.2	1	1122	1	1122	1122
362663.ECP_2835	362663.ECP_2835	362663	217.6	1	107	1	107	107
362663.ECP_2836	362663.ECP_2836	362663	271.9	1	135	1	135	135
362663.ECP_2837	362663.ECP_2837	362663	553.9	1	267	1	267	267
362663.ECP_2838	362663.ECP_2838	362663	322.0	1	156	1	156	156
362663.ECP_2839	362663.ECP_2839	362663	137.5	1	67	1	67	67
362663.ECP_2840	362663.ECP_2840	362663	555.4	1	264	1	264	264
362663.ECP_2841	362663.ECP_2841	362663	581.6	1	291	1	291	291
362663.ECP_2842	362663.ECP_1246	362663	66.2	192	366	265	440	472
362663.ECP_2842	362663.ECP_1649	362663	75.9	346	699	411	783	792
362663.ECP_2842	362663.ECP_2409	362663	255.8	179	734	119	677	831
362663.ECP_2842	362663.ECP_2440	362663	309.3	171	738	2	572	575
362663.ECP_2842	362663.ECP_2842	362663	1517.3	1	748	1	748	748
362663.ECP_2842	362663.ECP_4161	362663	285.4	238	734	181	680	833
362663.ECP_2842	362663.ECP_4662	362663	89.7	595	704	1	110	113
362663.ECP_2843	362663.ECP_2843	362663	365.2	1	176	1	176	176
362663.ECP_2844	362663.ECP_2844	362663	459.1	1	229	1	229	229
362663.ECP_2845	362663.ECP_0694	362663	292.4	2	235	1	237	252
362663.ECP_2845	362663.ECP_1759	362663	226.5	5	234	3	234	518
362663.ECP_2845	362663.ECP_2103	362663	234.6	5	228	3	228	527
362663.ECP_2845	362663.ECP_2845	362663	467.2	1	237	1	237	237
362663.ECP_2846	362663.ECP_2792	362663	91.3	1	71	1	72	75
362663.ECP_2846	362663.ECP_2846	362663	149.1	1	72	1	72	72
362663.ECP_2847	362663.ECP_0213	362663	58.2	11	329	1	243	267
362663.ECP_2847	362663.ECP_0365	362663	89.4	1	328	1	299	329
362663.ECP_2847	362663.ECP_0366	362663	52.0	8	180	7	136	283
362663.ECP_2847	362663.ECP_0478	362663	122.1	1	339	1	316	324
362663.ECP_2847	362663.ECP_1411	362663	63.5	13	337	13	283	286
362663.ECP_2847	362663.ECP_1719	362663	105.9	4	328	2	311	326
362663.ECP_2847	362663.ECP_1729	362663	78.6	1	346	1	275	284
362663.ECP_2847	362663.ECP_2847	362663	718.8	1	346	1	346	346
362663.ECP_2847	362663.ECP_3086	362663	100.5	1	335	13	329	346
362663.ECP_2847	362663.ECP_3095	362663	53.9	16	180	18	139	275
362663.ECP_2848	362663.ECP_2848	362663	776.5	1	397	1	397	397
362663.ECP_2849	362663.ECP_0037	362663	54.3	254	701	66	515	522
362663.ECP_2849	362663.ECP_0410	362663	61.2	233	701	85	592	628
362663.ECP_2849	362663.ECP_0618	362663	70.9	363	703	593	954	1293
362663.ECP_2849	362663.ECP_0626	362663	84.0	365	711	182	530	536
362663.ECP_2849	362663.ECP_1648	362663	122.5	321	701	162	543	566
362663.ECP_2849	362663.ECP_1748	362663	127.5	254	701	84	554	572
362663.ECP_2849	362663.ECP_1946	362663	93.6	368	703	172	508	525
362663.ECP_2849	362663.ECP_1967	362663	69.3	363	703	587	927	1455
362663.ECP_2849	362663.ECP_1970	362663	55.8	368	659	1404	1703	2154
362663.ECP_2849	362663.ECP_1971	362663	63.2	368	703	1690	2036	2166
362663.ECP_2849	362663.ECP_1973	362663	57.4	368	701	155	503	1598
362663.ECP_2849	362663.ECP_2304	362663	60.8	363	715	132	451	451
362663.ECP_2849	362663.ECP_2849	362663	1476.8	1	719	1	719	719
362663.ECP_2849	362663.ECP_3060	362663	54.7	346	702	155	549	573
362663.ECP_2849	362663.ECP_4301	362663	55.5	348	701	235	609	652
362663.ECP_2850	362663.ECP_0082	362663	66.2	4	330	3	332	334
362663.ECP_2850	362663.ECP_0418	362663	101.7	3	343	5	344	360
362663.ECP_2850	362663.ECP_1373	362663	102.4	3	314	4	321	332
362663.ECP_2850	362663.ECP_1564	362663	108.6	3	317	8	324	342
362663.ECP_2850	362663.ECP_1605	362663	172.9	1	330	1	332	341
362663.ECP_2850	362663.ECP_2190	362663	365.5	1	331	1	331	346
362663.ECP_2850	362663.ECP_2389	362663	92.4	1	325	1	328	331
362663.ECP_2850	362663.ECP_2675	362663	184.1	1	329	2	332	337
362663.ECP_2850	362663.ECP_2754	362663	94.0	3	327	8	334	335
362663.ECP_2850	362663.ECP_2850	362663	705.7	1	343	1	343	343
362663.ECP_2850	362663.ECP_3166	362663	77.0	1	325	1	321	327
362663.ECP_2850	362663.ECP_3533	362663	85.5	4	305	8	307	331
362663.ECP_2850	362663.ECP_3953	362663	158.7	1	334	1	324	330
362663.ECP_2850	362663.ECP_4143	362663	177.2	2	304	10	312	341
362663.ECP_2850	362663.ECP_4490	362663	72.4	3	314	6	306	315
362663.ECP_2850	362663.ECP_4513	362663	91.3	3	309	7	312	332
362663.ECP_2851	362663.ECP_2851	362663	863.6	1	420	1	420	420
362663.ECP_2852	362663.ECP_0214	362663	57.8	8	132	7	131	304
362663.ECP_2852	362663.ECP_0780	362663	58.2	78	273	12	201	252
362663.ECP_2852	362663.ECP_1326	362663	72.4	1	259	1	258	324
362663.ECP_2852	362663.ECP_1427	362663	64.3	4	183	11	192	307
362663.ECP_2852	362663.ECP_1510	362663	58.9	4	243	1	234	293
362663.ECP_2852	362663.ECP_1539	362663	60.8	4	243	3	245	297
362663.ECP_2852	362663.ECP_1606	362663	56.6	9	243	7	240	310
362663.ECP_2852	362663.ECP_1958	362663	74.7	4	290	1	287	305
362663.ECP_2852	362663.ECP_2197	362663	68.2	4	302	3	287	293
362663.ECP_2852	362663.ECP_2432	362663	60.5	5	286	4	285	308
362663.ECP_2852	362663.ECP_2579	362663	54.3	4	241	1	235	293
362663.ECP_2852	362663.ECP_2852	362663	627.9	1	311	1	311	311
362663.ECP_2852	362663.ECP_3966	362663	56.6	2	286	44	334	341
362663.ECP_2852	362663.ECP_4022	362663	69.3	4	260	2	254	317
362663.ECP_2853	362663.ECP_2853	362663	472.6	1	230	1	230	230
362663.ECP_2854	362663.ECP_0045	362663	98.2	71	467	65	442	443
362663.ECP_2854	362663.ECP_1717	362663	63.5	66	324	64	326	452
362663.ECP_2854	362663.ECP_1723	362663	72.0	71	465	70	459	459
362663.ECP_2854	362663.ECP_2223	362663	52.8	33	198	19	184	396
362663.ECP_2854	362663.ECP_2745	362663	87.8	14	219	5	216	445
362663.ECP_2854	362663.ECP_2854	362663	952.6	1	472	1	472	472
362663.ECP_2854	362663.ECP_2937	362663	603.6	16	471	9	461	464
362663.ECP_2854	362663.ECP_3307	362663	55.5	16	268	12	261	496
362663.ECP_2854	362663.ECP_4091	362663	61.2	49	342	58	362	477
362663.ECP_2855	362663.ECP_0628	362663	89.7	8	249	3	243	248
362663.ECP_2855	362663.ECP_1085	362663	146.4	6	249	1	240	244
362663.ECP_2855	362663.ECP_1320	362663	68.9	8	189	10	195	252
362663.ECP_2855	362663.ECP_1523	362663	57.8	12	200	2	189	248
362663.ECP_2855	362663.ECP_1563	362663	119.0	8	249	9	249	255
362663.ECP_2855	362663.ECP_2176	362663	135.6	11	251	3	244	253
362663.ECP_2855	362663.ECP_2449	362663	121.7	8	249	4	252	263
362663.ECP_2855	362663.ECP_2665	362663	71.2	11	251	3	257	259
362663.ECP_2855	362663.ECP_2747	362663	201.1	6	253	14	261	261
362663.ECP_2855	362663.ECP_2855	362663	516.5	1	253	1	253	253
362663.ECP_2855	362663.ECP_3088	362663	84.3	8	249	47	290	294
362663.ECP_2855	362663.ECP_4238	362663	91.3	6	249	5	264	268
362663.ECP_2855	362663.ECP_4458	362663	100.1	12	249	7	257	263
362663.ECP_2855	362663.ECP_4515	362663	180.6	6	251	5	251	254
362663.ECP_2856	362663.ECP_2856	362663	584.7	1	278	1	278	278
362663.ECP_2857	362663.ECP_2268	362663	450.3	1	391	1	392	394
362663.ECP_2857	362663.ECP_2380	362663	209.9	4	390	15	434	436
362663.ECP_2857	362663.ECP_2857	362663	793.5	1	393	1	393	393
362663.ECP_2857	362663.ECP_4058	362663	270.4	1	391	1	386	387
362663.ECP_2858	362663.ECP_2778	362663	298.1	5	409	18	426	429
362663.ECP_2858	362663.ECP_2858	362663	820.8	1	409	1	409	409
362663.ECP_2858	362663.ECP_3204	362663	94.4	5	404	33	437	443
362663.ECP_2858	362663.ECP_3209	362663	209.1	5	403	17	435	443
362663.ECP_2858	362663.ECP_3640	362663	79.7	5	404	15	416	423
362663.ECP_2859	362663.ECP_1800	362663	63.5	129	239	306	408	440
362663.ECP_2859	362663.ECP_2723	362663	209.1	35	243	116	377	379
362663.ECP_2859	362663.ECP_2859	362663	502.7	1	251	1	251	251
362663.ECP_2859	362663.ECP_3714	362663	65.5	120	242	302	425	427
362663.ECP_2860	362663.ECP_2860	362663	1586.6	1	765	1	765	765
362663.ECP_2860	362663.ECP_2875	362663	306.6	10	755	173	949	956
362663.ECP_2861	362663.ECP_2861	362663	601.7	1	292	1	292	292
362663.ECP_2862	362663.ECP_2862	362663	324.7	1	159	1	159	159
362663.ECP_2862	362663.ECP_2875	362663	63.5	7	146	1	139	956
362663.ECP_2863	362663.ECP_0406	362663	216.9	272	585	218	527	528
362663.ECP_2863	362663.ECP_1249	362663	146.0	165	587	208	628	639
362663.ECP_2863	362663.ECP_1355	362663	203.4	270	498	6	234	325
362663.ECP_2863	362663.ECP_1376	362663	188.0	243	589	189	506	513
362663.ECP_2863	362663.ECP_2263	362663	252.7	287	587	160	454	461
362663.ECP_2863	362663.ECP_2556	362663	236.1	261	512	125	375	444
362663.ECP_2863	362663.ECP_2669	362663	215.7	271	589	186	502	504
362663.ECP_2863	362663.ECP_2694	362663	236.9	271	514	380	621	692
362663.ECP_2863	362663.ECP_2863	362663	1218.4	1	592	1	592	592
362663.ECP_2863	362663.ECP_2975	362663	82.4	271	589	144	411	418
362663.ECP_2863	362663.ECP_3507	362663	151.8	286	514	200	436	532
362663.ECP_2863	362663.ECP_4079	362663	249.2	272	586	140	465	469
362663.ECP_2863	362663.ECP_4217	362663	240.7	272	586	141	441	441
362663.ECP_2863	362663.ECP_4281	362663	207.2	272	501	147	375	452
362663.ECP_2864	362663.ECP_2864	362663	828.6	1	396	1	396	396
362663.ECP_2864	362663.ECP_4495	362663	52.8	19	295	5	260	311
362663.ECP_2864	362663.ECP_4498	362663	77.4	15	333	1	278	326
362663.ECP_2865	362663.ECP_2865	362663	829.3	1	398	1	398	398
362663.ECP_2865	362663.ECP_3965	362663	68.9	45	345	33	295	515
362663.ECP_2866	362663.ECP_2485	362663	72.4	26	395	10	369	375
362663.ECP_2866	362663.ECP_2866	362663	837.8	1	403	1	403	403
362663.ECP_2866	362663.ECP_4170	362663	92.4	26	378	13	359	383
362663.ECP_2867	362663.ECP_0572	362663	171.0	3	436	5	433	453
362663.ECP_2867	362663.ECP_2867	362663	958.0	1	461	1	461	461
362663.ECP_2868	362663.ECP_0399	362663	265.0	1	310	1	315	316
362663.ECP_2868	362663.ECP_0581	362663	184.9	3	308	2	295	297
362663.ECP_2868	362663.ECP_2868	362663	628.6	1	310	1	310	310
362663.ECP_2868	362663.ECP_4034	362663	270.4	6	309	7	317	318
362663.ECP_2868	362663.ECP_4499	362663	192.2	5	308	7	301	314
362663.ECP_2869	362663.ECP_2869	362663	1098.6	1	541	1	541	541
362663.ECP_2870	362663.ECP_2870	362663	378.6	1	183	1	183	183
362663.ECP_2871	362663.ECP_2871	362663	369.8	1	176	1	176	176
362663.ECP_2872	362663.ECP_2185	362663	156.0	455	847	29	402	412
362663.ECP_2872	362663.ECP_2480	362663	176.0	460	856	236	659	659
362663.ECP_2872	362663.ECP_2872	362663	2159.0	1	1032	1	1032	1032
362663.ECP_2872	362663.ECP_2880	362663	177.9	458	849	217	632	639
362663.ECP_2872	362663.ECP_3302	362663	173.7	460	849	55	468	472
362663.ECP_2873	362663.ECP_2873	362663	919.8	1	442	1	442	442
362663.ECP_2874	362663.ECP_2874	362663	529.3	1	259	1	259	259
362663.ECP_2875	362663.ECP_2860	362663	306.6	173	949	10	755	765
362663.ECP_2875	362663.ECP_2862	362663	63.5	1	139	7	146	159
362663.ECP_2875	362663.ECP_2875	362663	1976.8	1	956	1	956	956
362663.ECP_2876	362663.ECP_1005	362663	92.8	16	409	24	397	442
362663.ECP_2876	362663.ECP_2499	362663	72.4	15	411	8	378	429
362663.ECP_2876	362663.ECP_2876	362663	914.8	1	466	1	466	466
362663.ECP_2876	362663.ECP_2881	362663	144.4	16	466	14	462	482
362663.ECP_2876	362663.ECP_3752	362663	363.2	8	447	19	459	463
362663.ECP_2877	362663.ECP_2877	362663	918.3	1	438	1	438	438
362663.ECP_2878	362663.ECP_2878	362663	880.6	1	455	1	455	455
362663.ECP_2878	362663.ECP_3870	362663	273.9	1	441	27	458	470
362663.ECP_2878	362663.ECP_3914	362663	266.5	7	441	4	431	445
362663.ECP_2878	362663.ECP_4293	362663	726.1	6	455	1	449	449
362663.ECP_2879	362663.ECP_0909	362663	73.9	5	148	7	160	205
362663.ECP_2879	362663.ECP_1476	362663	73.9	6	154	31	198	292
362663.ECP_2879	362663.ECP_1618	362663	58.9	55	143	92	181	222
362663.ECP_2879	362663.ECP_1621	362663	70.5	2	146	58	206	208
362663.ECP_2879	362663.ECP_2480	362663	141.4	1	153	1	166	659
362663.ECP_2879	362663.ECP_2673	362663	130.2	1	153	1	167	175
362663.ECP_2879	362663.ECP_2687	362663	110.5	1	153	1	179	203
362663.ECP_2879	362663.ECP_2879	362663	322.4	1	162	1	162	162
362663.ECP_2879	362663.ECP_2880	362663	132.5	1	159	1	157	639
362663.ECP_2879	362663.ECP_3082	362663	51.2	55	154	112	218	328
362663.ECP_2879	362663.ECP_3677	362663	137.5	1	150	1	151	157
362663.ECP_2879	362663.ECP_4105	362663	70.5	6	154	33	200	300
362663.ECP_2879	362663.ECP_4305	362663	65.5	55	140	92	179	223
362663.ECP_2880	362663.ECP_0909	362663	61.6	8	136	10	152	205
362663.ECP_2880	362663.ECP_1476	362663	60.8	8	151	33	197	292
362663.ECP_2880	362663.ECP_1618	362663	56.6	8	157	42	205	222
362663.ECP_2880	362663.ECP_1621	362663	65.1	5	142	61	206	208
362663.ECP_2880	362663.ECP_2185	362663	166.8	187	627	3	399	412
362663.ECP_2880	362663.ECP_2480	362663	731.5	1	638	1	655	659
362663.ECP_2880	362663.ECP_2673	362663	128.3	1	154	1	172	175
362663.ECP_2880	362663.ECP_2687	362663	113.6	1	153	1	183	203
362663.ECP_2880	362663.ECP_2872	362663	177.9	217	632	458	849	1032
362663.ECP_2880	362663.ECP_2879	362663	132.5	1	157	1	159	162
362663.ECP_2880	362663.ECP_2880	362663	1323.5	1	639	1	639	639
362663.ECP_2880	362663.ECP_3082	362663	63.9	8	166	43	230	328
362663.ECP_2880	362663.ECP_3302	362663	559.3	187	636	24	472	472
362663.ECP_2880	362663.ECP_3677	362663	133.3	1	150	1	155	157
362663.ECP_2880	362663.ECP_4105	362663	56.6	12	149	39	199	300
362663.ECP_2880	362663.ECP_4305	362663	68.9	12	164	46	209	223
362663.ECP_2881	362663.ECP_1005	362663	117.9	7	443	10	426	442
362663.ECP_2881	362663.ECP_2499	362663	124.4	29	405	16	378	429
362663.ECP_2881	362663.ECP_2876	362663	144.4	14	462	16	466	466
362663.ECP_2881	362663.ECP_2881	362663	958.4	1	482	1	482	482
362663.ECP_2881	362663.ECP_3752	362663	162.9	1	442	3	458	463
362663.ECP_2882	362663.ECP_2882	362663	383.3	1	182	1	182	182
362663.ECP_2883	362663.ECP_0325	362663	699.9	14	505	7	498	498
362663.ECP_2883	362663.ECP_0941	362663	63.9	63	499	15	458	466
362663.ECP_2883	362663.ECP_1810	362663	104.4	61	499	11	555	590
362663.ECP_2883	362663.ECP_2883	362663	1038.9	1	505	1	505	505
362663.ECP_2883	362663.ECP_4373	362663	939.5	1	505	1	505	505
362663.ECP_2883	362663.ECP_4401	362663	140.6	187	498	19	320	325
362663.ECP_2884	362663.ECP_0265	362663	65.9	104	235	51	177	204
362663.ECP_2884	362663.ECP_1259	362663	205.7	19	290	70	346	360
362663.ECP_2884	362663.ECP_2884	362663	603.6	1	293	1	293	293
362663.ECP_2885	362663.ECP_2885	362663	1168.3	1	577	1	577	577
362663.ECP_2886	362663.ECP_0637	362663	52.0	1	205	1	220	248
362663.ECP_2886	362663.ECP_2886	362663	488.8	1	236	1	236	236
