#string_protein_id	preferred_name	protein_size	annotation
1034809.SLUG_15690	thrB	305	Catalyzes the ATP-dependent phosphorylation of L-homoserine to L-homoserine phosphate
1034809.SLUG_15700	thrC	353	Catalyzes the gamma-elimination of phosphate from L- phosphohomoserine and the beta-addition of water to produce L- threonine
1034809.SLUG_15710	CCB54060.1	425	annotation not available
1034809.SLUG_15720	CCB54062.1	457	annotation not available
1034809.SLUG_15740	SLUG_15740	192	annotation not available
1034809.SLUG_15750	CCB54065.1	285	annotation not available
1034809.SLUG_15760	nucI	180	annotation not available
1034809.SLUG_15770	CCB54067.1	63	annotation not available
1034809.SLUG_15780	CCB54068.1	61	annotation not available
1034809.SLUG_15790	CCB54069.1	200	annotation not available
1034809.SLUG_15800	CCB54070.1	368	annotation not available
1034809.SLUG_15810	CCB54071.1	243	annotation not available
1034809.SLUG_15820	CCB54073.1	290	annotation not available
1034809.SLUG_15830	CCB54074.1	493	Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol
1034809.SLUG_15840	CCB54075.1	341	annotation not available
1034809.SLUG_15850	glnA	446	annotation not available
1034809.SLUG_15860	glnR	121	annotation not available
1034809.SLUG_15870	CCB54078.1	412	annotation not available
1034809.SLUG_15880	hflX	412	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis. 
1034809.SLUG_15890	CCB54080.1	158	Belongs to the glutathione peroxidase family. 
1034809.SLUG_15900	hfq	79	RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs. 
1034809.SLUG_15910	miaA	317	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)
1034809.SLUG_15920	CCB54083.1	311	annotation not available
1034809.SLUG_15930	CCB54084.1	45	Uncharacterized protein; Doubtful CDS, possible gene remnant
1034809.SLUG_15940	glpD	557	Belongs to the FAD-dependent glycerol-3-phosphate dehydrogenase family
1034809.SLUG_15950	glpK	499	Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate
1034809.SLUG_15960	glpF	272	Belongs to the MIP/aquaporin (TC 1.A.8) family. 
1034809.SLUG_15970	glpP	177	Regulates expression of the glpD operon. In the presence of glycerol 3-phosphate (G3P) causes antitermination of transcription of glpD at the inverted repeat of the leader region to enhance its transcription. Binds and stabilizes glpD leader mRNA. 
1034809.SLUG_15980	mutL	637	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a 'molecular matchmaker', a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex
1034809.SLUG_15990	mutS	869	This protein is involved in the repair of mismatches in DNA. It is possible that it carries out the mismatch recognition step. This protein has a weak ATPase activity
1034809.SLUG_16000	thiW	162	annotation not available
1034809.SLUG_16010	CCB54092.1	122	Belongs to the UPF0342 family. 
1034809.SLUG_16020	miaB	514	Catalyzes the methylthiolation of N6-(dimethylallyl)adenosine (i(6)A), leading to the formation of 2-methylthio-N6- (dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine
1034809.SLUG_16030	CCB54094.1	98	annotation not available
1034809.SLUG_16040	CCB54095.1	207	annotation not available
1034809.SLUG_16050	CCB54096.1	38	annotation not available
1034809.SLUG_16060	CCB54097.1	288	annotation not available
1034809.SLUG_16070	CCB54098.1	586	annotation not available
1034809.SLUG_16080	CCB54099.1	262	annotation not available
1034809.SLUG_16090	CCB54100.1	72	annotation not available
1034809.SLUG_16100	cvfA	519	Endoribonuclease that initiates mRNA decay. 
1034809.SLUG_16110	recA	348	Can catalyze the hydrolysis of ATP in the presence of single- stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage
1034809.SLUG_16120	cinA	380	Belongs to the CinA family
1034809.SLUG_16130	pgsA	191	Belongs to the CDP-alcohol phosphatidyltransferase class-I family
1034809.SLUG_16140	CCB54105.1	130	annotation not available
1034809.SLUG_16150	CCB54106.1	277	annotation not available
1034809.SLUG_16160	CCB54107.1	234	annotation not available
1034809.SLUG_16170	CCB54108.1	430	annotation not available
1034809.SLUG_16180	CCB54109.1	422	annotation not available
1034809.SLUG_16190	CCB54110.1	244	annotation not available
1034809.SLUG_16200	CCB54111.1	789	Belongs to the FtsK/SpoIIIE/SftA family. 
1034809.SLUG_16210	rnj	539	An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and/or decay
1034809.SLUG_16220	pnpA	698	Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'- direction
1034809.SLUG_16230	rpsO	89	Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome
1034809.SLUG_16240	ribF	323	Belongs to the ribF family. 
1034809.SLUG_16250	truB	305	Responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs
1034809.SLUG_16260	rbfA	115	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA
1034809.SLUG_16270	infB	718	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex
1034809.SLUG_16280	CCB54119.1	105	annotation not available
1034809.SLUG_16290	CCB54120.1	97	annotation not available
1034809.SLUG_16300	nusA	387	Participates in both transcription termination and antitermination
1034809.SLUG_16310	rimP	155	Required for maturation of 30S ribosomal subunits. 
1034809.SLUG_16320	polC	1438	Required for replicative DNA synthesis. This DNA polymerase also exhibits 3' to 5' exonuclease activity
1034809.SLUG_16330	proS	566	Catalyzes the attachment of proline to tRNA(Pro) in a two- step reaction: proline is first activated by ATP to form Pro-AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged A [...] 
1034809.SLUG_16340	rseP	428	annotation not available
1034809.SLUG_16350	fbl	881	annotation not available
1034809.SLUG_16360	CCB54127.1	260	Belongs to the CDS family
1034809.SLUG_16370	uppS	253	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids. 
1034809.SLUG_16380	frr	184	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another
1034809.SLUG_16390	pyrH	240	Catalyzes the reversible phosphorylation of UMP to UDP. 
1034809.SLUG_16400	tsf	292	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome. 
1034809.SLUG_16410	rpsB	262	Belongs to the universal ribosomal protein uS2 family. 
1034809.SLUG_16420	codY	257	DNA-binding protein that represses the expression of many genes that are induced as cells make the transition from rapid exponential growth to stationary phase. It is a GTP-binding protein that senses the intracellular GTP concentration as an indicator of nutritional limitations. At low GTP concentration it no longer binds GTP and stop to act as a transcriptional repressor
1034809.SLUG_16430	HslU	467	ATPase subunit of a proteasome-like degradation complex; this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis
1034809.SLUG_16440	hslV	180	Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery. 
1034809.SLUG_16450	xerC	297	Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules. The XerC- XerD complex is essential to convert dimers of the bacterial chromosome into monomers to permit their segregation at cell division. It also contributes to the segregational stability of plasmids. 
1034809.SLUG_16460	trmFO	435	Catalyzes the folate-dependent formation of 5-methyl-uridine at position 54 (M-5-U54) in all tRNAs
1034809.SLUG_16470	topA	685	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA- (5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in t [...] 
1034809.SLUG_16480	dprA	298	annotation not available
1034809.SLUG_16500	epr	411	annotation not available
1034809.SLUG_16510	lytN	354	annotation not available
1034809.SLUG_16520	sucD	302	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit. 
1034809.SLUG_16530	sucC	388	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit
1034809.SLUG_16540	rnhB	255	Endonuclease that specifically degrades the RNA of RNA-DNA hybrids
1034809.SLUG_16550	ylqF	294	Required for a late step of 50S ribosomal subunit assembly. Has GTPase activity
1034809.SLUG_16560	CCB54147.1	863	annotation not available
1034809.SLUG_16570	CCB54148.1	868	annotation not available
1034809.SLUG_16580	rplS	116	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site
1034809.SLUG_16590	trmD	245	Specifically methylates guanosine-37 in various tRNAs. 
1034809.SLUG_16600	rimM	166	An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes
1034809.SLUG_16610	rpsP	91	Belongs to the bacterial ribosomal protein bS16 family. 
1034809.SLUG_16620	CCB54153.1	86	annotation not available
1034809.SLUG_16630	CCB54154.1	124	annotation not available
1034809.SLUG_16640	CCB54155.1	381	Belongs to the thiolase-like superfamily. Thiolase family. 
1034809.SLUG_16650	CCB54156.1	458	annotation not available
1034809.SLUG_16660	ffh	455	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY. 
1034809.SLUG_16670	CCB54158.1	110	Might take part in the signal recognition particle (SRP) pathway. This is inferred from the conservation of its genetic proximity to ftsY/ffh. May be a regulatory protein
1034809.SLUG_16680	ftsY	353	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC)
1034809.SLUG_16690	smc	1189	Required for chromosome condensation and partitioning. 
